id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
440,Taxi Driver,0,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,8.1,0,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,103,en,Taxi Driver,106.0,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,0,11965,1,https://www.youtube.com/watch?v=zdqCqDSTVNI
441,Wrath of Man,0,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",7.639,0,/70AV2Xx5FQYj20labp0EGdbjI6E.jpg,637649,en,Wrath of Man,105.969,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,2021-04-22,0,5125,1,https://www.youtube.com/watch?v=wo1kO8m2Nik
442,Fantastic Four: Rise of the Silver Surfer,0,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",5.607,0,/7ff2FyFmskEFfmXHkxuqVr47DiG.jpg,1979,en,Fantastic Four: Rise of the Silver Surfer,105.902,/f3ldtPF7SESMcyAIyIJHBLlBBkr.jpg,2007-06-13,0,7690,1,
443,Megamind,0,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",6.994,0,/22h4lNjlm3XYGJimNaKk61NS3Hj.jpg,38055,en,Megamind,105.717,/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,2010-10-28,0,6726,1,https://www.youtube.com/watch?v=6CJUQr4Vs40
444,Alice in Wonderland,0,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",7.197,0,/b4yiLlIFuiULuuLTxT0Pt1QyT6J.jpg,12092,en,Alice in Wonderland,105.648,/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,1951-07-28,0,5737,1,https://www.youtube.com/watch?v=JY2rHymtNvc
445,Pirates of the Caribbean: At World's End,0,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",7.258,0,/kPcHuPYqzkSo4bmPHtH82GaeEgX.jpg,285,en,Pirates of the Caribbean: At World's End,105.373,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,0,14039,1,https://www.youtube.com/watch?v=HKSZtp_OGHY
446,The Mummy,0,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,6.931,0,/ygTSl89OtmXY4ESMpEF7qZcpGR8.jpg,564,en,The Mummy,105.351,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,1999-04-16,0,8869,1,https://www.youtube.com/watch?v=OGOBz4t7OXs
447,Rambo III,0,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",6.189,0,/nEuPSz6LhmrtYp7K56dbsmomuqA.jpg,1370,en,Rambo III,105.12,/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg,1988-05-24,0,3078,1,https://www.youtube.com/watch?v=SMLUwNSVX5Y
448,Shazam! Fury of the Gods,0,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",6.544,0,/zRQITMLvVi8z2Xz12Bi6wvbZE82.jpg,594767,en,Shazam! Fury of the Gods,104.829,/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,2023-03-15,0,2979,1,https://www.youtube.com/watch?v=AIc671o9yCI
449,Heat,0,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,7.92,0,/uI22JkEMediWyiRqhllNqeeGtW0.jpg,949,en,Heat,104.776,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,1995-12-15,0,7110,1,https://www.youtube.com/watch?v=14oNcFxiVaQ
450,Dragon Ball: Mystical Adventure,0,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal.",6.759,0,/xvq3BaNgmAkdmdoz7isqX68XS40.jpg,116776,ja,ドラゴンボール 魔訶不思議大冒険,104.565,/4uPs9rjKkGWOmc5QO4VV08YdLpV.jpg,1988-07-09,0,268,1,https://www.youtube.com/watch?v=DIjku6BtYW4
451,Moana 2,0,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",0.0,0,/8tAncmu8e09xEdkOz36934rWSHJ.jpg,1241982,en,Moana 2,104.502,/sxuS6IcVF0T0dJgBv3x703m69Rr.jpg,2024-11-27,0,0,1,https://www.youtube.com/watch?v=hDZ7y8RP5HE
452,Fantastic Four,0,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",5.784,0,/nDYz0HDfEiNVCBwhCDay8Ud0n7M.jpg,9738,en,Fantastic Four,104.444,/4YMcYEFS8sFuW3soP1HVmgR3cSm.jpg,2005-06-29,0,9135,1,https://www.youtube.com/watch?v=QIx2jkXYu34
453,Killers of the Flower Moon,0,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",7.459,0,/acvE3RWjDLgvbL2RtcyzkrsAyNV.jpg,466420,en,Killers of the Flower Moon,104.42,/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,0,3078,1,https://www.youtube.com/watch?v=1oZUCkJEuvo
454,"Ruby Gillman, Teenage Kraken",0,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",7.289,0,/f7UI3dYpr7ZUHGo0iIr1Qvy1VPe.jpg,1040148,en,"Ruby Gillman, Teenage Kraken",104.343,/8ChIb3WzYAcza1vrXR56v510MWk.jpg,2023-06-28,0,931,1,https://www.youtube.com/watch?v=u4uyD8FFUIw
455,The Terminator,0,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",7.655,0,/ffdqHMWkh1h9MABwIfbfRJhgFW6.jpg,218,en,The Terminator,104.338,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,1984-10-26,0,12813,1,https://www.youtube.com/watch?v=nGrW-OR2uDk
456,The Promised Neverland,0,"A number of children are being well fed, taken care of, and pampered at a very meticulate and managed orphanage. The facility and grounds are impressive, but the wall acting as a barrier is high. There is a secret to the place and once revealed to several orphans, they're desperate to escape.",7.5,0,/8kth3S0jZpv8vDackCwozuyZCx3.jpg,634521,ja,約束のネバーランド,103.965,/7tMAledkia9p72zON1nLRlyfHO7.jpg,2020-12-18,0,54,1,https://www.youtube.com/watch?v=3KwrpfCCbmc
457,The Pope's Exorcist,0,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",7.006,0,/bJFKGpUbSFSoXcIZcAgtAi3rtc7.jpg,758323,en,The Pope's Exorcist,103.726,/gNPqcv1tAifbN7PRNgqpzY8sEJZ.jpg,2023-04-05,0,2576,1,https://www.youtube.com/watch?v=YJXqvnT_rsk
458,The Hangover,0,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",7.323,0,/sV49hOlUky6AhVYl4K0d3rergTA.jpg,18785,en,The Hangover,103.681,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,2009-06-02,0,16541,1,https://www.youtube.com/watch?v=tlize92ffnY
459,Indiana Jones and the Dial of Destiny,0,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",6.6,0,/35z8hWuzfFUZQaYog8E9LsXW3iI.jpg,335977,en,Indiana Jones and the Dial of Destiny,103.465,/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,2023-06-25,0,3194,1,https://www.youtube.com/watch?v=eQfMbSe7F2g
460,Die Hard 2,0,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead.",6.95,0,/fgkgab4Rel0nOI3B3scHeNB4Mn6.jpg,1573,en,Die Hard 2,103.34,/drJgR9L9jY44DQZvvfrZ2YoGJmW.jpg,1990-07-03,0,5637,1,https://www.youtube.com/watch?v=IoZCfS5290M
461,Inception,0,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",8.369,0,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,27205,en,Inception,103.121,/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,2010-07-15,0,36082,1,https://www.youtube.com/watch?v=cdx31ak4KbQ
462,Mom's Friend,0,"Seong Soo, a twenty years old boy, decided to move to Seoul after being accepted into Seoul University. However, he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover, it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her.",6.3,0,/4jnDdvXt9GAzePbUBMpGQ3gQtAg.jpg,387824,ko,엄마친구,103.044,/uHTE5QiHfPQLfvqgfYsgISpaqD8.jpg,2015-08-20,0,13,1,
463,Scream,0,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",6.672,0,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,646385,en,Scream,102.965,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,2022-01-12,0,3151,1,https://www.youtube.com/watch?v=nRwLyKIBNU8
464,Swingers,0,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",6.896,0,/7UzTRQPE7WUELmfcIu0lFyMYjhi.jpg,10218,en,Swingers,102.831,/rRjWk68kU3a2so4lgr3TKB7Y5vA.jpg,1996-10-18,0,707,1,https://www.youtube.com/watch?v=SoNOlh_zCf8
465,Iron Man 3,0,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",6.93,0,/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg,68721,en,Iron Man 3,102.83,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,2013-04-18,0,21865,1,https://www.youtube.com/watch?v=YLorLVa95Xo
466,Wrong Turn 5: Bloodlines,0,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",5.39,0,/sl6KuxRiBTn2riYG0upL2RsxHIm.jpg,125509,en,Wrong Turn 5: Bloodlines,102.704,/nALE9wbgwIYKuwdhANoLbxasw7z.jpg,2012-10-23,0,908,1,https://www.youtube.com/watch?v=5yi0aIRi3eg
467,Mother of the Bride,0,Lana's daughter Emma returns from abroad and drops a bombshell: she's getting married. In Thailand. In a month! Things only get worse when Lana learns that the man who captured Emma's heart is the son of the man who broke hers years ago.,5.983,0,/m0XCtFisSD0O6P55G1pUHdFccuL.jpg,1093231,en,Mother of the Bride,102.601,/vdTvwykMWvVgdaViBVRh8IFTku5.jpg,2024-05-08,0,231,1,https://www.youtube.com/watch?v=bUSoEQBHtSg
468,Baby Shark's Big Movie,0,"Baby Shark is forced to leave the world he loves behind after his family’s move to the big city, and must adjust to his new life without his best friend, William. When Baby Shark encounters an evil pop starfish named Stariana who plans to steal his gift of song in order to dominate all underwater music, he must break her spell to restore harmony to the seas.",6.71,0,/bkuuospxn6ioRiIOWd95iqIv6XD.jpg,1008437,en,Baby Shark's Big Movie,102.456,/pF9Y5H5x94Tuo6xAZBCrGG8Wvq5.jpg,2024-02-07,0,31,1,https://www.youtube.com/watch?v=L10V_SQMO0E
469,Creed II,0,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",7.032,0,/9il7qNbeYnPMYlutsVYDsj4hRyb.jpg,480530,en,Creed II,102.032,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,2018-11-21,0,5314,1,https://www.youtube.com/watch?v=cPNVNqn4T9I
470,Wingwomen,0,"Tired of life on the run, a pro thief decides to retire — but not before one easy last job with her partner in crime and a feisty new getaway driver.",6.1,0,/micMmUVPwGzw6lqzy96xmCgYxNL.jpg,1010928,fr,Voleuses,101.894,/atatNvrn7kBvkARD2YodyYkKicr.jpg,2023-11-01,0,392,1,https://www.youtube.com/watch?v=Au9Uz4_H6zA
471,Red Notice,0,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",6.776,0,/dK12GIdhGP6NPGFssK2Fh265jyr.jpg,512195,en,Red Notice,101.872,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,2021-11-04,0,5622,1,https://www.youtube.com/watch?v=Pj0wz7zu3Ms
472,Blame the Game,0,"Pia and Jan have just fallen in love and arranged to meet Pia's friends for a game night. Jan meets Pia's friends for the first time and is under pressure to make the perfect first impression. When Pia's ex-boyfriend shows up and even Jan's buddy's tips can't save anything, everything is at stake: the relationship, the friendship, and the definition of truth.",5.673,0,/rShMNq8ElzAxgO2BfwBzPO9NnLU.jpg,1172648,de,Spieleabend,101.553,/d0UeupV6kpfDhb5Gx2RclQdxa3W.jpg,2024-07-03,0,84,1,https://www.youtube.com/watch?v=krT7VNI2pcM
473,Shang-Chi and the Legend of the Ten Rings,0,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,7.551,0,/rAksPS6LjBONzY84szQBz5gGej6.jpg,566525,en,Shang-Chi and the Legend of the Ten Rings,101.447,/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,2021-09-01,0,9156,1,https://www.youtube.com/watch?v=8YjFbMbfXaQ
474,The Tomorrow War,0,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",7.54,0,/epsz7OqjwmeK1ehItgz1OVzxOH9.jpg,588228,en,The Tomorrow War,101.372,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,2021-09-03,0,3303,1,https://www.youtube.com/watch?v=RQjEbkV-9ZM
475,Aliens,0,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",7.941,0,/jMBpJFRtrtIXymer93XLavPwI3P.jpg,679,en,Aliens,101.357,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,0,9374,1,https://www.youtube.com/watch?v=8OxirbuHsBA
476,Funny Games,0,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",7.3,0,/z0VWyPOtmlmYiGi3bGYh5WAEnVQ.jpg,10234,de,Funny Games,101.268,/48uCNgdyYIoN4ayWjTpLaqSDcWI.jpg,1997-08-23,0,1759,1,https://www.youtube.com/watch?v=bH2HS6uWIhQ
477,578: Magnum,0,"A container truck driver, Hùng, lives an idyllic life with his little daughter, An. The father and daughter become the closest companions in every journey with their orange container truck. Life goes on like that until An has to leave her father to go to school. One day, Hùng is informed that An is suffering from severe depression. Relying on his old skills in the past and finding out the truth, Hùng becomes enraged and painful to know that his little girl was kidnapped by a male stranger. Starting his lone and intense journey looking for and chasing after the unknown abuser, Hùng realizes that to hunt down that psychopath he has to counter the massive underground forces behind him.",5.8,0,/6a3aiSYNqABoV1Fq8n10LMOBxhH.jpg,821937,vi,578: Phát Đạn Của Kẻ Điên,101.024,/8Nw5v7wPfa2FwbKyx61K2nIBcKa.jpg,2022-05-20,0,56,1,https://www.youtube.com/watch?v=KB_UMEhxnjI
478,Garfield,0,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",5.717,0,/6SSEa1OfqrHGg7XTLNTxbyyioRB.jpg,8920,en,Garfield,100.996,/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,2004-06-10,0,3909,1,https://www.youtube.com/watch?v=5g1SLGRM6qU
479,Kung Fu Panda,0,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",7.288,0,/d1RHScaZc7I8j0lDke1c4AxI435.jpg,9502,en,Kung Fu Panda,100.934,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,0,11364,1,https://www.youtube.com/watch?v=TD0YUZw_oHY
480,Zack Snyder's Justice League,0,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",8.15,0,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,791373,en,Zack Snyder's Justice League,100.814,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,2021-03-18,0,9806,1,https://www.youtube.com/watch?v=ui37YKQ9AC4
481,The Final Chapter,0,Courtney a young reporter is assigned to report on the story of a young woman who lost her husband in a bizarre voodoo ritual. He decides to take his highly sexed wife Connie on the trip to New Orleans. Connie is drawn into a secret affair with one of the locals. Gradually captivated by his spell she eventually flaunts her affair in front of her husband and finally leaves with her new lover to join the voodoo follower. Torn between contempt for his wife's infidelity and fear for her life Courtney is left to decide their destiny in the highly charged climax....,3.7,0,/7eiP0IoqMS9U7iwQgxhpf4bYfgw.jpg,362865,it,Pomeriggio caldo,100.578,/hcK5AzVcXnnvIVEedyMLEOJV1qv.jpg,1989-03-16,0,11,1,
482,Luca,0,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,7.824,0,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,508943,en,Luca,100.558,/jTswp6KyDYKtvC52GbHagrZbGvD.jpg,2021-06-17,0,8188,1,https://www.youtube.com/watch?v=mYfJxlgR2jw
483,The Dark Knight Rises,0,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",7.781,0,/c3OHQncTAnKFhdOTX7D3LTW6son.jpg,49026,en,The Dark Knight Rises,100.537,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-17,0,22332,1,https://www.youtube.com/watch?v=GAjBzu8ggi0
484,Detective Conan: Black Iron Submarine,0,"Many engineers from around the world gather at the Interpol marine facility ""Pacific Buoy"" on Hachijo-jima, in the sea south of central Tokyo Prefecture coast, to witness the launch of a new system that connects all law enforcement camera systems around the world and enables facial recognition worldwide. Conan, along with his friends Kogoro, Ran, Agasa, Haibara, and the Detective Boys, also heads to the island with an invitation from Sonoko to see the whales. He receives a message from Subaru, who says that a Europol agent has been murdered in Germany by Gin. Perturbed, Conan sneaks onto the police ship led by Kuroda, which is bringing them to the island to protect the completion work, and tours the new facility, just in time for the Black Organization to kidnap a female engineer, seeking a piece of important data in her USB drive. A terrifying howl of screws is heard from the ocean as an unknown person approaches Haibara.",6.8,0,/uKTkiw3w3LfdzgiPOvu0C19Voi3.jpg,1047041,ja,名探偵コナン 黒鉄の魚影（サブマリン）,100.248,/gLaJOggH5fP0DyeI7Jkpr78B0lc.jpg,2023-04-14,0,83,1,
485,Heart of the Hunter,0,A retired assassin is pulled back into action when his friend uncovers a dangerous conspiracy at the heart of the South African government.,6.01,0,/wUp0bUXaveR40ikBhDgWwNTijuD.jpg,1181548,en,Heart of the Hunter,100.051,/n726fdyL1dGwt15bY7Nj3XOXc4Q.jpg,2024-03-28,0,97,1,https://www.youtube.com/watch?v=KSCFWJvcYXE
486,WALL·E,0,"In the distant future, Earth has become a desolate wasteland, abandoned by humanity and overrun by mountains of trash. Amidst the rubble, a small, lovable robot named WALL-E spends his days tirelessly cleaning up the mess. But when a sleek, high-tech robot named EVE arrives on a mission to search for signs of life, WALL-E is immediately smitten. Together, they embark on a journey across the cosmos.",8.092,0,/fK5ssgvtI43z19FoWigdlqgpLRE.jpg,10681,en,WALL·E,99.965,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,0,18438,1,https://www.youtube.com/watch?v=Tbr_L9Gap_M
487,Over the Top,0,"Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.",6.394,0,/36ioS38a5xjITP6qpZg1zDUL5K4.jpg,1825,en,Over the Top,99.86,/a926UPf4EYbHfjdzf012M5YHiQ5.jpg,1987-02-13,0,1616,1,
488,Underground Monster,0,"Near a remote town, the repeated dumping of toxic waste causes an underground cave dweller to mutate into a hideous monster. A construction team that is digging a tunnel accidentally disturb the creature's habitat causing it to attack.",4.444,0,/oSJV6nAfHzyE9v6oEAXmDjbko00.jpg,943344,zh,地底怪物,461.18,/rzQMvvS8StqQsNBzuzPk4eCjvjn.jpg,2023-04-27,0,9,1,
489,The Jack in the Box: Rises,0,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon.",6.833,0,/716FGefV5R7drdoCOjJtzbPyyY8.jpg,1207898,en,The Jack in the Box: Rises,429.973,/oDVjlCTSyF6Fh8Fpm683MyGGnSG.jpg,2024-01-18,0,81,1,https://www.youtube.com/watch?v=1osssQbmSNQ
490,Monkey Man,0,"Kid is an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",7.019,0,/qwhnq8pkFEAFXRwmscISOKK90Mu.jpg,560016,en,Monkey Man,404.529,/4lhR4L2vzzjl68P1zJyCH755Oz4.jpg,2024-04-03,0,693,1,https://www.youtube.com/watch?v=aqa3YTtwvaU
491,Borderless Fog,0,A big-city detective investigates a series of gruesome murders along the Indonesia-Malaysia border — forcing her to confront ghosts from her past.,6.722,0,/yG6jTXH4HObQIi9ghFoo9eLt4k4.jpg,1126357,id,Kabut Berduri,381.117,/z6uPuxzFJs7OyTPrl5V0XUITKj5.jpg,2024-07-31,0,27,1,https://www.youtube.com/watch?v=wWVM1qK909E
492,It Ends with Us,0,Lily overcomes a traumatic childhood to embark on a new life. A chance meeting with a neurosurgeon sparks a connection but Lily begins to see sides of him that remind her of her parents' relationship.,7.4,0,/8yPSYhooj8nyBbmV3GVdLDwuE7e.jpg,1079091,en,It Ends with Us,357.35,/AjV6jFJ2YFIluYo4GQf13AA1tqu.jpg,2024-08-07,0,5,1,https://www.youtube.com/watch?v=r-GQvSc5ZGw
493,Spider-Man: No Way Home,0,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",8.0,0,/iQFcwSGbZXMkeyKrxbPnwnRo5fl.jpg,634649,en,Spider-Man: No Way Home,280.575,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,0,19693,1,https://www.youtube.com/watch?v=1mTjfMFyPi8
494,Daddio,0,A woman taking a cab ride from JFK engages in a conversation with the driver about the important relationships in their lives.,6.31,0,/djE6IF5IPJPmeNsQnxpKxlrtpD7.jpg,843416,en,Daddio,261.339,/dyrCsHUhOfpuci51lHcdAnO3db0.jpg,2024-06-27,0,29,1,https://www.youtube.com/watch?v=PJrr2amlFyc
495,Madame Web,0,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",5.545,0,/pwGmXVKUgKN13psUjlhC9zBcq1o.jpg,634492,en,Madame Web,231.144,/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,2024-02-14,0,1603,1,https://www.youtube.com/watch?v=s_76M4c4LTo
496,Sana,0,Takashi Shimizu's newest film is about a mysterious cassette tape containing a melody. People who hear this melody gradually begin to hum it themselves and become involved in a mysterious incident. What is the mystery behind this melody ?,7.333,0,/cCBVpqqFHavVJofPCTHFfQWTuV2.jpg,1130899,ja,ミンナのウタ,225.621,/ziWLHm8xjuG2jQf9iIRC7XZZom8.jpg,2023-08-11,0,27,1,
